Date,Ticker,weight,future_return_5d,limit_up_est,limit_down_est,broken_limit_est,amount_rank,turnover_rank,one_line_like
2024-01-02,300478,7.688347986667295e-17,-0.1489782428741455,1.0,0.0,0.0,0.8954248428344727,0.9838643670082092,0.0
2024-01-02,603813,7.513747643525925e-17,-0.0012091898173093,0.0,0.0,0.0,0.22528594732284546,0.7152777910232544,0.0
2024-01-02,601886,6.875891843150879e-17,-0.0604395627975463,0.0,0.0,0.0,0.3480392098426819,0.1764705926179886,0.0
2024-01-03,600589,0.1486118490490268,0.0227272725105285,0.0,0.0,0.0,0.00020420666260179132,0.00020420666260179132,0.0
2024-01-03,595,0.1486118490490268,-0.1387559795379638,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-03,564,0.1023063913758837,0.28,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-03,603577,0.0653972038712118,-0.2178456497192382,1.0,0.0,0.0,0.7326934933662415,0.8485807776451111,0.0
2024-01-03,2975,0.0293430456826126,-0.1849348068237304,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-03,603332,0.0057295836086438,-0.1866666603088378,1.0,0.0,0.0,0.7710843086242676,0.8995303511619568,0.0
2024-01-03,1217,6.926186425960297e-08,-0.0550947856903076,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-03,600088,4.003663343743655e-09,-0.0956690406799316,1.0,0.0,0.0,0.7839493751525879,0.7756789922714233,0.0
2024-01-03,600805,3.6257723368667437e-09,-0.1272727298736572,1.0,0.0,0.0,0.9001429677009583,0.9297528862953186,0.0
2024-01-03,605118,4.5888275072717724e-10,-0.2944915199279785,1.0,0.0,0.0,0.9834592342376709,0.9507861733436584,0.0
2024-01-03,897,8.611973685776804e-12,-0.0521739149093627,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-03,600117,3.2132841520266125e-12,-0.053627758026123,0.0,0.0,0.0,0.17132937908172607,0.033898305147886276,0.0
2024-01-03,601168,1.4208859490666661e-12,-0.0135746610164642,0.0,0.0,0.0,0.9240351319313049,0.44200530648231506,0.0
2024-01-03,300551,1.0179299287634124e-13,-0.0863028907775878,0.0,0.0,0.0,0.8527669906616211,0.8697161674499512,0.0
2024-01-03,601882,2.8002838766891483e-14,-0.0599280881881713,0.0,0.0,0.0,0.5260363221168518,0.1365121454000473,0.0
2024-01-03,2749,7.095224112297225e-15,0.0501002025604248,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-03,605198,5.707947473570701e-15,-0.0315406394004821,0.0,0.0,0.0,0.4423116147518158,0.2885439991950989,0.0
2024-01-03,620,5.4842641904226746e-15,0.0607734823226928,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-03,688260,4.381406916602193e-15,-0.0848708534240722,0.0,0.0,0.0,0.45129671692848206,0.7911986708641052,0.0
2024-01-03,688500,3.870821595723214e-15,-0.04,0.0,0.0,0.0,0.0016336533008143306,0.027363691478967667,0.0
2024-01-03,600825,3.4809325151319878e-15,-0.0121703851222991,1.0,0.0,0.0,0.712681233882904,0.7456606030464172,0.0
2024-01-03,543,1.2180376390152959e-15,0.0669856452941894,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-03,300010,7.908460036932795e-16,-0.0272373533248901,0.0,0.0,0.0,0.540943443775177,0.7428017258644104,0.0
2024-01-03,600593,7.240270741879967e-16,0.3730684280395507,1.0,0.0,0.0,0.8619562983512878,0.949765145778656,0.0
2024-01-03,600368,7.085359252290797e-16,-0.0033444815874099,0.0,0.0,0.0,0.6295691132545471,0.6344701051712036,0.0
2024-01-03,688577,6.285316135677046e-16,-0.1170584106445312,0.0,0.0,0.0,0.635491132736206,0.6802123785018921,0.0
2024-01-03,601333,4.390044528101066e-16,0.0,0.0,0.0,0.0,0.8325505256652832,0.5059220194816589,0.0
2024-01-03,601518,4.199846168357101e-16,0.0119047617912292,0.0,0.0,0.0,0.4437410533428192,0.4049417972564697,0.0
2024-01-03,953,3.322725591635717e-16,-0.1109298515319824,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-03,600399,2.694093967709204e-16,-0.116910228729248,0.0,0.0,0.0,0.8819685578346252,0.5430876016616821,0.0
2024-01-04,600589,0.2144133688343381,-0.0351351356506347,0.0,0.0,0.0,0.00020420666260179132,0.00020420666260179132,0.0
2024-01-04,564,0.2144133688343381,0.1518987369537353,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,635,0.0575833362804449,-0.069881887435913,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,600805,0.0135340256987473,-0.1617161750793457,1.0,0.0,0.0,0.7171737551689148,0.7545436024665833,0.0
2024-01-04,3015,4.508691549819186e-05,-0.1695264244079589,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,600593,7.871702926156899e-06,0.2118780136108398,1.0,0.0,0.0,0.8564427495002747,0.9356749057769775,0.0
2024-01-04,2749,2.904678070919937e-06,0.081107816696167,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,2758,2.24294487894013e-08,-0.0340699815750122,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,688222,1.4281328493350718e-08,-0.11799409866333,0.0,0.0,0.0,0.9136205911636353,0.9141311049461365,0.0
2024-01-04,600123,2.7247487095759874e-10,-0.0195167291164398,0.0,0.0,0.0,0.9021850228309631,0.6845006942749023,0.0
2024-01-04,603030,4.0973015557761525e-11,-0.0633802795410156,0.0,0.0,0.0,0.34898918867111206,0.4444558024406433,0.0
2024-01-04,605577,2.8488814749822388e-11,-0.0439367294311523,0.0,0.0,0.0,0.9348580837249756,0.9589544534683228,0.0
2024-01-04,603496,2.5120801052329267e-12,-0.027358820438385,0.0,0.0,0.0,0.9258729815483093,0.8870736956596375,0.0
2024-01-04,601127,3.252849228350939e-13,-0.0142836105823516,0.0,0.0,0.0,0.9993873834609985,0.8437818884849548,0.0
2024-01-04,300551,2.8347209090193362e-14,-0.0538720560073852,0.0,0.0,0.0,0.7853788137435913,0.8118235468864441,0.0
2024-01-04,688577,1.51480119165531e-14,-0.06652512550354,0.0,0.0,0.0,0.49806004762649536,0.5349193215370178,0.0
2024-01-04,601886,1.2361251004956611e-14,-0.0682656812667846,0.0,0.0,0.0,0.3614457845687866,0.16275270283222198,0.0
2024-01-04,601000,7.336986592600387e-15,0.0294117641448974,0.0,0.0,0.0,0.8415356278419495,0.3739023804664612,0.0
2024-01-04,600117,6.357688763100852e-15,-0.0344827580451965,0.0,0.0,0.0,0.04839697852730751,0.006228303071111441,0.0
2024-01-04,620,3.5855487973424975e-15,0.0107526886463165,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-04,300775,2.6981589937645103e-15,-0.0403968811035156,0.0,0.0,0.0,0.877680242061615,0.6530528664588928,0.0
2024-01-04,603813,2.4830662768904908e-15,-0.0137395465373992,0.0,0.0,0.0,0.1355932205915451,0.6043496131896973,0.0
2024-01-04,688192,2.4256055705506466e-15,-0.0028837621212005,0.0,0.0,0.0,0.38635900616645813,0.31968551874160767,0.0
2024-01-04,688127,8.088533915494156e-16,-0.0519779205322265,0.0,0.0,0.0,0.6779661178588867,0.49203595519065857,0.0
2024-01-04,601518,7.869283030263444e-16,-0.0155642020702362,0.0,0.0,0.0,0.5634061694145203,0.5625893473625183,0.0
2024-01-04,601702,6.845339746032808e-16,-0.0674224328994751,0.0,0.0,0.0,0.7226873636245728,0.2651623487472534,0.0
2024-01-04,605305,4.694729937556912e-16,0.0733243370056152,0.0,0.0,0.0,0.2909944951534271,0.4197467863559723,0.0
2024-01-04,688066,4.672872383526263e-16,-0.0794364500045776,0.0,0.0,0.0,0.9336328506469727,0.9025934338569641,0.0
2024-01-04,603500,4.3964701799621614e-16,0.0472350215911865,0.0,0.0,0.0,0.14845824241638184,0.30876046419143677,0.0
2024-01-04,601882,4.134275210113423e-16,-0.0402550840377807,0.0,0.0,0.0,0.49172961711883545,0.1055748388171196,0.0
2024-01-05,600593,0.2396562986877865,0.0091207587718963,1.0,0.0,0.0,0.4101674258708954,0.542670488357544,0.0
2024-01-05,564,0.2396562986877865,0.1506024074554443,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-05,2882,0.0206874026002758,0.3216112518310547,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-05,605198,9.804785011300104e-12,-0.0213377094268798,0.0,0.0,0.0,0.20865659415721893,0.10126582533121109,0.0
2024-01-05,600630,6.485449916170978e-12,0.060679612159729,0.0,0.0,0.0,0.987545907497406,0.987852156162262,0.0
2024-01-05,605577,3.16880849854774e-12,-0.0233644866943359,0.0,0.0,0.0,0.9254797697067261,0.9561045169830322,0.0
2024-01-05,600117,2.8414223774483488e-12,-0.0193548381328582,0.0,0.0,0.0,0.042057983577251434,0.006431196350604296,0.0
2024-01-05,300010,1.4197320050994065e-12,-0.0160000002384185,0.0,0.0,0.0,0.3864842653274536,0.61627197265625,0.0
2024-01-05,688066,1.5159688046769792e-13,-0.0430925226211547,0.0,0.0,0.0,0.901592493057251,0.8565741181373596,0.0
2024-01-05,688577,8.207793115359291e-14,-0.0614902353286743,0.0,0.0,0.0,0.17374438047409058,0.17782768607139587,0.0
2024-01-05,688283,7.670517779454599e-14,-0.1452397537231445,0.0,0.0,0.0,0.007758268620818853,0.02358105406165123,0.0
2024-01-05,688426,4.9538769333471785e-14,-0.0690348529815673,0.0,0.0,0.0,0.015720702707767487,0.4054716229438782,0.0
2024-01-05,300833,1.2236180497921298e-14,0.1461461448669433,0.0,0.0,0.0,0.2590853273868561,0.21018783748149872,0.0
2024-01-05,603266,1.1664376978257987e-14,-0.0250616264343261,0.0,0.0,0.0,0.8795426487922668,0.9051653742790222,0.0
2024-01-05,300551,1.1507249495698082e-14,-0.0438596487045288,0.0,0.0,0.0,0.7784810066223145,0.802878737449646,0.0
2024-01-05,300071,1.0616802189839556e-14,-0.021021020412445,0.0,0.0,0.0,0.3331972360610962,0.5219477415084839,0.0
2024-01-05,692,9.127880019408816e-15,-0.0125,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-05,603496,4.1942478322727085e-15,-0.0288564300537109,0.0,0.0,0.0,0.9183340072631836,0.8695386052131653,0.0
2024-01-05,688290,2.322125491909291e-15,-0.0126769495010375,0.0,0.0,0.0,0.33483055233955383,0.5703348517417908,0.0
2024-01-05,688260,1.591978111666448e-15,-0.054559326171875,0.0,0.0,0.0,0.5024499893188477,0.8356472253799438,0.0
2024-01-05,600212,1.4617556707900865e-15,0.0571010255813598,0.0,0.0,0.0,0.38015517592430115,0.5075541138648987,0.0
2024-01-05,688031,1.1829081562355525e-15,-0.042650032043457,0.0,0.0,0.0,0.7488771080970764,0.7515312433242798,0.0
2024-01-05,688500,9.891263416475632e-16,-0.0113770103454589,0.0,0.0,0.0,0.005512454081326723,0.08421804755926132,0.0
2024-01-05,300775,9.389941210978145e-16,-0.0033051779866218,0.0,0.0,0.0,0.8391180038452148,0.5461412668228149,0.0
2024-01-05,620,6.446075878289698e-16,0.0163934421539306,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-05,600551,6.001335432045725e-16,-0.0644257688522338,0.0,0.0,0.0,0.48121681809425354,0.4350755512714386,0.0
2024-01-05,688226,5.606982735071349e-16,0.0366132712364196,0.0,0.0,0.0,0.3458554446697235,0.7851163744926453,0.0
2024-01-05,601865,4.994677328538398e-16,0.0723710536956787,0.0,0.0,0.0,0.744589626789093,0.045324623584747314,0.0
2024-01-05,2774,4.248967356889507e-16,-0.0193050193786621,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-05,2047,3.9632367924851343e-16,0.0243902444839477,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-08,564,0.420001933732697,0.1551724147796631,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-08,603099,0.0400210843207347,0.4398998260498047,1.0,0.0,0.0,0.96978360414505,0.9660065174102783,0.0
2024-01-08,605158,0.0384321505939344,-0.1004415035247802,1.0,0.0,0.0,0.9287464022636414,0.9489587545394897,0.0
2024-01-08,600630,0.0013849406082687,0.073750991821289,0.0,0.0,0.0,0.9869334697723389,0.9873417615890503,0.0
2024-01-08,600825,0.0001520406558105,-0.0939334678649902,1.0,0.0,0.0,0.7592895030975342,0.795528769493103,0.0
2024-01-08,603496,7.849692593684644e-06,0.0032942900061607,0.0,0.0,0.0,0.8930175304412842,0.8445283770561218,0.0
2024-01-08,688260,2.1629896035125223e-10,-0.0278551530838012,0.0,0.0,0.0,0.7029399871826172,0.9333401322364807,0.0
2024-01-08,688290,1.0137596414299007e-10,0.1354073429107666,0.0,0.0,0.0,0.3613719940185547,0.6242343783378601,0.0
2024-01-08,688525,2.7928092902898536e-11,-0.0318105721473693,0.0,0.0,0.0,0.901592493057251,0.8211514949798584,0.0
2024-01-08,688228,1.4786081868309698e-11,-0.0097552907466888,0.0,0.0,0.0,0.5994283556938171,0.6914046406745911,0.0
2024-01-08,603977,1.1047287036303926e-11,-0.0213754653930664,1.0,0.0,0.0,0.9218048453330994,0.9186402559280396,0.0
2024-01-08,2819,8.652631115860472e-12,-0.1559358882904052,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-08,300010,7.34717902958129e-12,0.0122448980808258,0.0,0.0,0.0,0.16149449348449707,0.3525928854942322,0.0
2024-01-08,605066,5.336796220684381e-12,0.0236686396598815,0.0,0.0,0.0,0.4918333888053894,0.6093303561210632,0.0
2024-01-08,2482,8.145374956696785e-13,-0.0201005029678344,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-08,300775,6.07393830456998e-13,-0.0042000764608383,0.0,0.0,0.0,0.7890976071357727,0.41884443163871765,0.0
2024-01-08,688577,3.176934985155299e-13,-0.0684697866439819,0.0,0.0,0.0,0.18191097676753998,0.17772559821605682,0.0
2024-01-08,688410,2.8317021162249533e-13,0.0178958785533905,0.0,0.0,0.0,0.48530012369155884,0.5217435956001282,0.0
2024-01-08,655,2.3793387222038384e-13,-0.0087591242790222,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-08,688259,2.261944436311591e-13,-0.0975103759765625,0.0,0.0,0.0,0.7162107229232788,0.8263577222824097,0.0
2024-01-08,603871,1.8104822189201413e-13,0.147255687713623,0.0,0.0,0.0,0.6010616421699524,0.22049815952777863,0.0
2024-01-08,688498,9.220153462529509e-14,0.1034898662567138,0.0,0.0,0.0,0.843609631061554,0.7816455960273743,0.0
2024-01-08,603266,9.132787557308941e-14,-0.0194939863681793,0.0,0.0,0.0,0.80093914270401,0.8483054041862488,0.0
2024-01-08,300769,9.038274252338033e-14,0.071816987991333,0.0,0.0,0.0,0.9405879974365234,0.8380971550941467,0.0
2024-01-08,601127,8.90738996877973e-14,-0.0063849192857742,0.0,0.0,0.0,0.9997958540916443,0.822274386882782,0.0
2024-01-08,603030,5.164067219500919e-14,0.049056601524353,0.0,0.0,0.0,0.34279298782348633,0.4527358114719391,0.0
2024-01-08,529,4.4380176174615885e-14,0.0045180723071098,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-08,300260,2.9355946550389186e-14,0.0007584375888109,0.0,0.0,0.0,0.641077995300293,0.4896896779537201,0.0
2024-01-08,300343,1.7105240717722414e-14,0.0202492213249206,0.0,0.0,0.0,0.6778276562690735,0.5711514949798584,0.0
2024-01-08,688426,1.4387769831887402e-14,-0.055919919013977,0.0,0.0,0.0,0.0038791343104094267,0.23866884410381317,0.0
2024-01-09,603099,0.1663571480652256,0.3405384826660156,1.0,0.0,0.0,0.5429679751396179,0.3635435700416565,0.0
2024-01-09,564,0.1663571480652256,0.1038251399993896,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-09,715,0.1461191478675345,0.0817790508270263,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-09,2403,0.011151057231427,-0.1389599323272705,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-09,605389,0.0098929619438856,-0.0157510566711425,1.0,0.0,0.0,0.4976525902748108,0.9248826503753662,0.0
2024-01-09,600630,9.383542799174152e-05,0.0734870338439941,1.0,0.0,0.0,0.9936721920967102,0.9938762784004211,0.0
2024-01-09,600593,2.8303010442389185e-05,0.0090443170070648,1.0,0.0,0.0,0.8858950734138489,0.928148627281189,0.0
2024-01-09,603877,1.6783682746561425e-07,0.0927152347564697,1.0,0.0,0.0,0.5890998244285583,0.3857930302619934,0.0
2024-01-09,600319,1.1595539554930645e-07,0.0099337750673294,1.0,0.0,0.0,0.6731986403465271,0.902837336063385,0.0
2024-01-09,603095,1.0606018223534905e-07,-0.175084171295166,1.0,0.0,0.0,0.9122269749641418,0.9636660814285278,0.0
2024-01-09,2611,8.196499103307488e-09,0.0019493177533149,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-09,688260,2.34763726581973e-10,-0.0386893010139465,0.0,0.0,0.0,0.4600938856601715,0.8121045231819153,0.0
2024-01-09,603266,7.021186009892717e-11,-0.024269847869873,0.0,0.0,0.0,0.8430292010307312,0.8741579651832581,0.0
2024-01-09,2887,2.942283556646378e-11,-0.0550055027008056,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-09,301083,3.003892757296388e-12,-0.0926021766662597,0.0,0.0,0.0,0.8073076009750366,0.9812206625938416,0.0
2024-01-09,2877,9.054115462939208e-13,-0.0307971024513244,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-09,603015,8.485510789335784e-13,-0.0546176767349243,1.0,0.0,0.0,0.8511941432952881,0.9008981585502625,0.0
2024-01-09,603496,5.955667453132779e-14,-0.0033161386847496,0.0,0.0,0.0,0.9093692302703857,0.8575219511985779,0.0
2024-01-09,603199,3.3093621906371423e-14,0.1505873966217041,1.0,0.0,0.0,0.8905898928642273,0.952949583530426,0.0
2024-01-09,601188,3.2147974401135334e-14,-0.1336116886138916,1.0,0.0,0.0,0.9346805214881897,0.9318228363990784,0.0
2024-01-09,600117,2.6222366426120776e-14,-0.0231788086891174,0.0,0.0,0.0,0.006736068520694971,0.001632986357435584,0.0
2024-01-09,300010,2.4535745798437886e-14,-2.220446049250313e-16,0.0,0.0,0.0,0.07593386620283127,0.24862216413021088,0.0
2024-01-09,300775,1.4118689010359935e-14,-0.0237109518051147,0.0,0.0,0.0,0.7770973443984985,0.41294142603874207,0.0
2024-01-09,603389,5.782838565443629e-15,-0.0702702713012695,1.0,0.0,0.0,0.5880792140960693,0.8643600940704346,0.0
2024-01-09,601127,3.806302903513436e-15,0.003723816871643,0.0,0.0,0.0,0.9991835355758667,0.8054705262184143,0.0
2024-01-09,17,3.108964874454681e-15,0.6117886352539063,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-09,2482,1.453694169242617e-15,-0.035,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-09,688290,1.2942788344070296e-15,0.1137019729614257,0.0,0.0,0.0,0.07123903185129166,0.26913654804229736,0.0
2024-01-09,601168,1.0904699927602698e-15,-0.0444115447998046,0.0,0.0,0.0,0.9644825458526611,0.6333945989608765,0.0
2024-01-09,600983,5.715725142125682e-16,-0.0265111351013183,0.0,0.0,0.0,0.44560113549232483,0.24341702461242676,0.0
2024-01-10,564,0.3874089056988842,0.03125,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-10,2403,0.0882842375629879,-0.2935708808898926,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-10,603266,0.024293315525032,0.0186361706256866,0.0,0.0,0.0,0.8196286559104919,0.8529891967773438,0.0
2024-01-10,603496,9.750887228335637e-06,-0.0045575389266014,0.0,0.0,0.0,0.9155274629592896,0.8648235201835632,0.0
2024-01-10,688260,2.208751078060988e-06,-0.0596774196624755,0.0,0.0,0.0,0.37094470858573914,0.7548459768295288,0.0
2024-01-10,603877,6.783619570083165e-07,-0.0460801935195922,1.0,0.0,0.0,0.8286064267158508,0.7382166981697083,0.0
2024-01-10,600480,6.777494528259989e-07,-0.1021276569366455,1.0,0.0,0.0,0.9522546529769897,0.9144052267074585,0.0
2024-01-10,601188,2.12635838081346e-07,0.0,0.0,0.0,0.0,0.9808202385902405,0.9695980548858643,0.0
2024-01-10,300063,5.2608032514826535e-09,-0.0177619898319244,0.0,0.0,0.0,0.9112426042556763,0.9506223201751709,0.0
2024-01-10,300010,3.668341238974562e-09,-0.0279999995231628,0.0,0.0,0.0,0.11609875410795212,0.3109569549560547,0.0
2024-01-10,603665,2.5884434762408636e-09,-0.0008795075118541,0.0,0.0,0.0,0.5941644310951233,0.6889410614967346,0.0
2024-01-10,17,8.432127552074915e-10,0.6118299484252929,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-10,2719,3.8257263705802056e-10,-0.0872045612335205,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-10,600551,4.686907328151614e-11,-0.0663716793060302,0.0,0.0,0.0,0.35911038517951965,0.3004488945007324,0.0
2024-01-10,657,2.2809450338798405e-11,-0.1261061954498291,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-10,688378,7.1323288246154506e-12,-0.0837871837615966,0.0,0.0,0.0,0.4237910509109497,0.4900020360946655,0.0
2024-01-10,603536,4.251917614636404e-12,-0.0653061246871948,1.0,0.0,0.0,0.9469496011734009,0.9765353798866272,0.0
2024-01-10,688290,7.348731705027924e-13,0.1064888095855712,0.0,0.0,0.0,0.09304223954677582,0.30554988980293274,0.0
2024-01-10,2482,5.130233104117942e-13,-0.0703517580032348,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-10,600630,4.108711599448036e-13,0.1256005477905273,0.0,0.0,1.0,0.9983676671981812,0.9975515007972717,0.0
2024-01-10,300775,3.926641693677008e-13,-0.0553659439086914,0.0,0.0,0.0,0.7857580184936523,0.4318506419658661,0.0
2024-01-10,601900,2.8445001646474253e-13,-0.0424570894241333,0.0,0.0,0.0,0.7547439336776733,0.4900020360946655,0.0
2024-01-10,620,2.0896970335930173e-13,-0.0729166650772094,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-10,603719,1.2313683830348837e-13,-2.220446049250313e-16,1.0,0.0,0.0,0.9281778931617737,0.8948174118995667,0.0
2024-01-10,600716,1.0741744974306905e-13,-0.0721153831481933,1.0,0.0,0.0,0.7724953889846802,0.854315459728241,0.0
2024-01-10,600117,8.315523775628028e-14,-0.0333333325386047,0.0,0.0,0.0,0.004896959755569696,0.0007141399546526372,0.0
2024-01-10,921,8.131403168613667e-14,0.0689985609054565,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-10,605577,7.477374939526208e-14,0.1156908702850341,0.0,0.0,0.0,0.9322587251663208,0.9536828994750977,0.0
2024-01-10,603488,4.9017117098781633e-14,0.0102354145050048,0.0,0.0,0.0,0.6751683354377747,0.8260558843612671,0.0
2024-01-10,600628,4.1731011047108265e-14,-0.1065989875793457,1.0,0.0,0.0,0.8096306920051575,0.8358498215675354,0.0
2024-01-11,17,0.2053103331066732,0.6117647171020508,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-11,2641,0.2053103331066732,-0.1149606323242187,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-11,32,0.0893748619183629,-0.0022740192711353,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-11,2076,4.471471443541644e-06,-0.0875,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-11,688260,3.1441902247655307e-10,-0.079389910697937,0.0,0.0,0.0,0.41391268372535706,0.7808037400245667,0.0
2024-01-11,698,4.9060277182768285e-11,-0.1666666603088379,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-11,2132,2.0097157883956575e-11,-0.0617283964157104,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-11,688070,4.636444667549438e-12,-0.1582948684692383,1.0,0.0,0.0,0.4687882363796234,0.865259051322937,0.0
2024-01-11,603266,2.9560853673439643e-12,-0.0563090848922729,0.0,0.0,0.0,0.834557294845581,0.8669930696487427,0.0
2024-01-11,300010,2.296450754349139e-12,-0.074509801864624,0.0,0.0,0.0,0.1434108465909958,0.3146674931049347,0.0
2024-01-11,601086,1.4049437272765014e-12,-0.1724137878417968,1.0,0.0,0.0,0.8761730194091797,0.9155446887016296,0.0
2024-01-11,603955,1.1533807814266288e-12,-0.0567765569686889,1.0,0.0,0.0,0.5332517623901367,0.798551619052887,0.0
2024-01-11,688618,3.919380385166003e-13,-0.0613958883285522,0.0,0.0,0.0,0.36719706654548645,0.44492045044898987,0.0
2024-01-11,600117,2.082284861072827e-13,-0.0487013006210327,0.0,0.0,0.0,0.007547939661890268,0.0008159934659488499,0.0
